번호,기준년월,시도코드,시도이름,시군구코드,시군구이름,행정동코드,행정동이름,법정동코드,법정동이름,피해자연령대,피해자성별,교통사고수
1,17-Jan,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014600,관평동,50,남,1
2,17-Jan,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014600,관평동,50,여,1
3,17-Jan,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014300,탑립동,20,남,1
4,17-Jan,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014300,탑립동,40,남,1
5,17-Jan,3000000000,대전광역시,3020000000,유성구,3020058000,구즉동,3020014700,송강동,50,남,1
6,17-Jan,3000000000,대전광역시,3020000000,유성구,3020052700,상대동,3020011500,상대동,60,남,1
7,17-Jan,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012600,가정동,20,남,1
8,17-Jan,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020013100,덕진동,60,남,1
9,17-Jan,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020013400,자운동,30,남,1
10,17-Jan,3000000000,대전광역시,3020000000,유성구,3020057000,전민동,3020014100,전민동,50,남,1
11,17-Jan,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020011000,방동,40,남,1
12,17-Jan,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010200,교촌동,30,여,1
13,17-Jan,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,40,여,1
14,17-Jan,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010100,원내동,20,남,1
15,17-Jan,3000000000,대전광역시,3020000000,유성구,3020052600,학하동,3020011300,덕명동,20,남,1
16,17-Jan,3000000000,대전광역시,3020000000,유성구,3020052600,학하동,3020010500,학하동,50,남,1
17,17-Jan,3000000000,대전광역시,3020000000,유성구,3020061000,원신흥동,3020011100,봉명동,50,여,1
18,17-Jan,3000000000,대전광역시,3020000000,유성구,3020061000,원신흥동,3020011400,원신흥동,60,여,1
19,17-Jan,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011800,갑동,40,여,1
20,17-Jan,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011900,노은동,0,남,2
21,17-Jan,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011900,노은동,20,남,1
22,17-Jan,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동,10,남,1
23,17-Jan,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동,30,남,1
24,17-Jan,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동,50,남,1
25,17-Jan,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동,60,남,1
26,17-Jan,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,20,남,1
27,17-Jan,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,30,남,1
28,17-Jan,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,40,여,2
29,17-Jan,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,50,남,3
30,17-Jan,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,60,남,3
31,17-Jan,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,70,여,1
32,17-Jan,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020012100,죽동,30,여,1
33,17-Jan,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020012000,지족동,60,남,1
34,17-Jan,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012200,궁동,10,여,1
35,17-Jan,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012200,궁동,20,남,1
36,17-Jan,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012200,궁동,20,여,1
37,17-Jan,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012300,어은동,20,여,1
38,17-Jan,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012300,어은동,50,남,1
39,17-Jan,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020013900,반석동,0,남,1
40,17-Jan,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020013900,반석동,30,남,1
41,17-Jan,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020013900,반석동,40,남,2
42,17-Jan,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020013900,반석동,40,여,1
43,17-Jan,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020012000,지족동,20,남,1
44,17-Jan,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020012000,지족동,50,여,1
45,17-Feb,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014600,관평동,30,남,1
46,17-Feb,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014600,관평동,30,여,1
47,17-Feb,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014600,관평동,40,남,1
48,17-Feb,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014400,용산동,50,여,1
49,17-Feb,3000000000,대전광역시,3020000000,유성구,3020058000,구즉동,3020014700,송강동,60,여,1
50,17-Feb,3000000000,대전광역시,3020000000,유성구,3020052700,상대동,3020011600,복용동,40,남,1
51,17-Feb,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012700,도룡동,30,남,1
52,17-Feb,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012500,신성동,50,여,1
53,17-Feb,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020013000,화암동,20,남,1
54,17-Feb,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020013000,화암동,40,남,1
55,17-Feb,3000000000,대전광역시,3020000000,유성구,3020057000,전민동,3020014100,전민동,40,남,1
56,17-Feb,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020011000,방동,40,여,1
57,17-Feb,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,40,여,1
58,17-Feb,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010100,원내동,20,남,1
59,17-Feb,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010100,원내동,30,남,2
60,17-Feb,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010100,원내동,30,여,1
61,17-Feb,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010100,원내동,50,남,1
62,17-Feb,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010100,원내동,50,여,1
63,17-Feb,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010100,원내동,70,남,1
64,17-Feb,3000000000,대전광역시,3020000000,유성구,3020052600,학하동,3020011300,덕명동,20,남,1
65,17-Feb,3000000000,대전광역시,3020000000,유성구,3020061000,원신흥동,3020011100,봉명동,20,남,1
66,17-Feb,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011800,갑동,30,여,1
67,17-Feb,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011900,노은동,40,여,1
68,17-Feb,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011900,노은동,50,남,1
69,17-Feb,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동,20,여,2
70,17-Feb,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동,40,남,2
71,17-Feb,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,20,남,1
72,17-Feb,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,30,남,2
73,17-Feb,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,30,여,1
74,17-Feb,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,40,남,1
75,17-Feb,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,50,여,2
76,17-Feb,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020012000,지족동,30,여,1
77,17-Feb,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012400,구성동,40,여,1
78,17-Feb,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012400,구성동,50,남,1
79,17-Feb,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,20,남,1
80,17-Feb,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,30,남,5
81,17-Feb,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,40,남,1
82,17-Feb,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020013900,반석동,30,남,1
83,17-Feb,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020013900,반석동,60,여,1
84,17-Feb,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020012000,지족동,10,남,1
85,17-Mar,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014600,관평동,30,남,2
86,17-Mar,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014600,관평동,60,남,1
87,17-Mar,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014400,용산동,60,남,1
88,17-Mar,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014300,탑립동,10,남,1
89,17-Mar,3000000000,대전광역시,3020000000,유성구,3020058000,구즉동,3020014500,봉산동,30,남,1
90,17-Mar,3000000000,대전광역시,3020000000,유성구,3020058000,구즉동,3020014700,송강동,40,남,1
91,17-Mar,3000000000,대전광역시,3020000000,유성구,3020058000,구즉동,3020014700,송강동,60,남,1
92,17-Mar,3000000000,대전광역시,3020000000,유성구,3020052700,상대동,3020011500,상대동,20,여,1
93,17-Mar,3000000000,대전광역시,3020000000,유성구,3020052700,상대동,3020011500,상대동,60,남,1
94,17-Mar,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012700,도룡동,10,여,1
95,17-Mar,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012700,도룡동,40,남,1
96,17-Mar,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020013400,자운동,50,남,1
97,17-Mar,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020013000,화암동,20,남,1
98,17-Mar,3000000000,대전광역시,3020000000,유성구,3020057000,전민동,3020014000,문지동,50,남,1
99,17-Mar,3000000000,대전광역시,3020000000,유성구,3020057000,전민동,3020014200,원촌동,40,남,1
100,17-Mar,3000000000,대전광역시,3020000000,유성구,3020057000,전민동,3020014100,전민동,40,남,2
101,17-Mar,3000000000,대전광역시,3020000000,유성구,3020057000,전민동,3020014100,전민동,50,남,1
102,17-Mar,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010100,원내동,30,여,1
103,17-Mar,3000000000,대전광역시,3020000000,유성구,3020061000,원신흥동,3020011100,봉명동,40,남,1
104,17-Mar,3000000000,대전광역시,3020000000,유성구,3020061000,원신흥동,3020011400,원신흥동,30,여,1
105,17-Mar,3000000000,대전광역시,3020000000,유성구,3020061000,원신흥동,3020011400,원신흥동,40,여,2
106,17-Mar,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011900,노은동,20,남,1
107,17-Mar,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011900,노은동,60,남,1
108,17-Mar,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011900,노은동,60,여,1
109,17-Mar,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020012000,지족동,50,남,1
110,17-Mar,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동,20,남,1
111,17-Mar,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동,30,남,1
112,17-Mar,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동,50,여,1
113,17-Mar,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,20,여,1
114,17-Mar,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,30,남,2
115,17-Mar,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,40,남,1
116,17-Mar,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,40,여,1
117,17-Mar,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,50,남,2
118,17-Mar,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,50,여,1
119,17-Mar,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,70,남,1
120,17-Mar,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020013800,외삼동,50,남,1
121,17-Mar,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020012000,지족동,30,여,1
122,17-Mar,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020013200,하기동,40,남,1
123,17-Mar,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012200,궁동,20,남,4
124,17-Mar,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012200,궁동,30,남,1
125,17-Mar,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012400,구성동,50,여,1
126,17-Mar,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012300,어은동,10,여,1
127,17-Mar,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,20,남,2
128,17-Mar,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,30,남,2
129,17-Mar,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,40,남,1
130,17-Mar,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,50,남,1
131,17-Mar,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020013900,반석동,30,남,1
132,17-Mar,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020013900,반석동,30,여,1
133,17-Mar,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020013900,반석동,40,여,1
134,17-Mar,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020012000,지족동,10,남,1
135,17-Mar,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020012000,지족동,30,남,2
136,17-Mar,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020012000,지족동,50,남,1
137,17-Apr,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014600,관평동,20,남,1
138,17-Apr,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014600,관평동,40,여,1
139,17-Apr,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014600,관평동,70,남,1
140,17-Apr,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014400,용산동,30,여,1
141,17-Apr,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014400,용산동,40,남,1
142,17-Apr,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014400,용산동,50,남,1
143,17-Apr,3000000000,대전광역시,3020000000,유성구,3020058000,구즉동,3020014500,봉산동,50,남,1
144,17-Apr,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012600,가정동,50,남,1
145,17-Apr,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012700,도룡동,20,남,1
146,17-Apr,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012700,도룡동,50,여,1
147,17-Apr,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020013000,화암동,40,여,1
148,17-Apr,3000000000,대전광역시,3020000000,유성구,3020057000,전민동,3020014100,전민동,0,남,1
149,17-Apr,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,50,남,1
150,17-Apr,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010100,원내동,20,남,1
151,17-Apr,3000000000,대전광역시,3020000000,유성구,3020052600,학하동,3020011300,덕명동,20,여,1
152,17-Apr,3000000000,대전광역시,3020000000,유성구,3020052600,학하동,3020010500,학하동,20,남,1
153,17-Apr,3000000000,대전광역시,3020000000,유성구,3020052600,학하동,3020010500,학하동,60,남,1
154,17-Apr,3000000000,대전광역시,3020000000,유성구,3020061000,원신흥동,3020011100,봉명동,60,여,1
155,17-Apr,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020012100,죽동,40,남,1
156,17-Apr,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020012000,지족동,30,남,1
157,17-Apr,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020012000,지족동,40,여,1
158,17-Apr,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,20,남,1
159,17-Apr,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,30,남,1
160,17-Apr,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,40,남,1
161,17-Apr,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,50,여,1
162,17-Apr,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020013700,안산동,30,남,1
163,17-Apr,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020012000,지족동,60,남,1
164,17-Apr,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012100,죽동,20,여,1
165,17-Apr,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012100,죽동,50,여,1
166,17-Apr,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,20,남,1
167,17-Apr,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,30,남,1
168,17-Apr,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,40,남,1
169,17-Apr,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020012000,지족동,30,남,1
170,17-Apr,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020012000,지족동,40,남,1
171,17-May,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014600,관평동,30,여,1
172,17-May,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012800,장동,40,여,1
173,17-May,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012600,가정동,20,남,1
174,17-May,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012700,도룡동,50,남,1
175,17-May,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020013000,화암동,40,여,1
176,17-May,3000000000,대전광역시,3020000000,유성구,3020057000,전민동,3020014100,전민동,20,남,1
177,17-May,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010200,교촌동,50,남,1
178,17-May,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010100,원내동,10,남,1
179,17-May,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010100,원내동,20,남,2
180,17-May,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010100,원내동,30,여,1
181,17-May,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010100,원내동,60,남,1
182,17-May,3000000000,대전광역시,3020000000,유성구,3020052600,학하동,3020010600,계산동,40,여,1
183,17-May,3000000000,대전광역시,3020000000,유성구,3020052600,학하동,3020011300,덕명동,50,여,1
184,17-May,3000000000,대전광역시,3020000000,유성구,3020052600,학하동,3020011600,복용동,50,남,1
185,17-May,3000000000,대전광역시,3020000000,유성구,3020052600,학하동,3020010500,학하동,40,남,1
186,17-May,3000000000,대전광역시,3020000000,유성구,3020061000,원신흥동,3020011100,봉명동,20,남,1
187,17-May,3000000000,대전광역시,3020000000,유성구,3020061000,원신흥동,3020011100,봉명동,30,남,1
188,17-May,3000000000,대전광역시,3020000000,유성구,3020061000,원신흥동,3020011100,봉명동,60,여,1
189,17-May,3000000000,대전광역시,3020000000,유성구,3020061000,원신흥동,3020011100,봉명동,70,남,1
190,17-May,3000000000,대전광역시,3020000000,유성구,3020061000,원신흥동,3020011400,원신흥동,10,남,1
191,17-May,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011800,갑동,60,남,1
192,17-May,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011900,노은동,40,남,1
193,17-May,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011900,노은동,50,여,1
194,17-May,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020012000,지족동,40,남,1
195,17-May,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동,0,남,1
196,17-May,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동,50,남,1
197,17-May,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동,50,여,1
198,17-May,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동,70,여,1
199,17-May,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,10,남,1
200,17-May,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,20,남,1
201,17-May,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,20,여,1
202,17-May,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,30,남,2
203,17-May,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,30,여,1
204,17-May,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,40,남,1
205,17-May,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,50,남,3
206,17-May,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,60,남,1
207,17-May,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020012000,지족동,40,남,1
208,17-May,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012100,죽동,40,남,1
209,17-May,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012400,구성동,0,남,1
210,17-May,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012300,어은동,30,여,1
211,17-May,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,30,남,1
212,17-May,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,30,여,1
213,17-May,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,60,남,1
214,17-May,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,80,여,1
215,17-May,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020013900,반석동,30,남,1
216,17-May,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020013900,반석동,50,남,1
217,17-Jun,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014600,관평동,20,남,1
218,17-Jun,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014600,관평동,30,남,1
219,17-Jun,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014600,관평동,30,여,1
220,17-Jun,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014600,관평동,40,남,1
221,17-Jun,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014400,용산동,60,남,1
222,17-Jun,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014300,탑립동,40,남,2
223,17-Jun,3000000000,대전광역시,3020000000,유성구,3020058000,구즉동,3020015200,둔곡동,50,남,1
224,17-Jun,3000000000,대전광역시,3020000000,유성구,3020058000,구즉동,3020014500,봉산동,30,남,1
225,17-Jun,3000000000,대전광역시,3020000000,유성구,3020058000,구즉동,3020014500,봉산동,50,남,1
226,17-Jun,3000000000,대전광역시,3020000000,유성구,3020058000,구즉동,3020014500,봉산동,60,남,1
227,17-Jun,3000000000,대전광역시,3020000000,유성구,3020052700,상대동,3020011500,상대동,30,여,1
228,17-Jun,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012600,가정동,70,남,1
229,17-Jun,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012500,신성동,30,남,1
230,17-Jun,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020013000,화암동,40,남,1
231,17-Jun,3000000000,대전광역시,3020000000,유성구,3020057000,전민동,3020014100,전민동,10,여,1
232,17-Jun,3000000000,대전광역시,3020000000,유성구,3020057000,전민동,3020014100,전민동,60,남,1
233,17-Jun,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020011000,방동,30,남,1
234,17-Jun,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010200,교촌동,40,남,1
235,17-Jun,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010200,교촌동,50,남,1
236,17-Jun,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,50,여,1
237,17-Jun,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,30,여,1
238,17-Jun,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010100,원내동,30,남,1
239,17-Jun,3000000000,대전광역시,3020000000,유성구,3020052600,학하동,3020010500,학하동,50,남,1
240,17-Jun,3000000000,대전광역시,3020000000,유성구,3020061000,원신흥동,3020011100,봉명동,40,남,1
241,17-Jun,3000000000,대전광역시,3020000000,유성구,3020061000,원신흥동,3020011100,봉명동,50,여,1
242,17-Jun,3000000000,대전광역시,3020000000,유성구,3020061000,원신흥동,3020011400,원신흥동,10,남,1
243,17-Jun,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011800,갑동,30,여,1
244,17-Jun,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011900,노은동,40,여,1
245,17-Jun,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011900,노은동,60,남,1
246,17-Jun,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020012000,지족동,50,여,1
247,17-Jun,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동,20,남,1
248,17-Jun,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동,30,남,1
249,17-Jun,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동,50,여,1
250,17-Jun,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동,60,여,1
251,17-Jun,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,0,남,1
252,17-Jun,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,20,남,2
253,17-Jun,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,30,남,1
254,17-Jun,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,40,남,2
255,17-Jun,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,60,남,2
256,17-Jun,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,60,여,1
257,17-Jun,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,80,남,1
258,17-Jun,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020013700,안산동,40,여,1
259,17-Jun,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020012000,지족동,30,남,1
260,17-Jun,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020012000,지족동,40,남,1
261,17-Jun,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020012000,지족동,40,여,1
262,17-Jun,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020012000,지족동,50,남,1
263,17-Jun,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020013200,하기동,10,남,1
264,17-Jun,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012200,궁동,20,남,1
